Date,DayOfWeek,Hour,MISO: Demand ISO Multiday Forecast(6947)-MW,PJM: ISO Forecasted Demand RTO Hourly(4497)-MW,MISO: Day Ahead Wind Forecast(17215)-MW,PJM: Generation Forecast - Next Day Wind (locked @ 4:30 AM)(51964)-MW,ARGUS: NatGas - Average -  Transco Z6 Non-NY(4631)-$/MCF,ARGUS: NatGas - Average -  Tetco M-3(4630)-$/MCF,ARGUS: NatGas - Average -  Chicago City Gate(4625)-$/MCF,PJM: HUB DA Hourly LMP - West Internal Hub(4623)-$/MWh,PJM: HUB DA Hourly LMP - Western Hub(4624)-$/MWh,PJM: Western Forecasted Factored Weather Temp(6024)-F,PJM: Southern Forecasted Factored Weather Temp(6177)-F,PJM: COMED Forecasted Factored Weather Temp(6804)-F,MISO: RT Hourly LMP MINN HUB(5989)-$/MWh,MISO: RT Hourly LMP ILLINIOS HUB(5971)-$/MWh,MISO: RT Hourly LMP MICHIGAN HUB(5980)-$/MWh,IMPORT-PJM,LMP-COMED-PJM,LMP-AEP-PJM
11/18/2021 18:00,Thursday,18,80750,91486,9887,6688.57,4.8,4.76,4.8,72.65,73.08,42,65,35,27.75,76.42,79.6,-2866,102.53,133.36
11/18/2021 19:00,Thursday,19,80440,91073,8608,6414.9,4.82,4.78,4.8,64.17,64.97,40,62,33,49.78,62.01,65.18,-3258,41.22,59.59
11/18/2021 20:00,Thursday,20,79350,89277,7714,6083.78,4.83,4.8,4.81,63.05,62.35,39,60,32,62.6,64.49,66.41,-3352,78.92,106.05
11/18/2021 21:00,Thursday,21,77570,86083,6925,5681.14,4.85,4.81,4.81,62.38,60.3,37,58,32,56.66,66.23,67.92,-3227,48.53,62.45
11/18/2021 22:00,Thursday,22,75750,81527,6460,5254.25,4.87,4.83,4.81,56.26,54.26,36,56,31,58.96,63.62,65.13,-2791,42.37,51.23
11/18/2021 23:00,Thursday,23,72440,77126,6385,4818.89,4.89,4.85,4.81,47.46,46.07,35,54,30,58.63,61.22,62.59,-3102,40.96,48.7
11/19/2021 0:00,Friday,0,69170,77537,8049,4565.72,4.9,4.85,4.81,59.43,56.56,34,53,32,58.29,58.82,60.05,-2730,39.54,46.18
11/19/2021 1:00,Friday,1,67490,76107,9104,4183.55,4.9,4.84,4.81,54.74,51.29,34,50,32,49.08,54.81,52.18,-2048,39.16,45.45
11/19/2021 2:00,Friday,2,66770,75616,10602,3806.81,4.89,4.84,4.81,56.45,53.07,33,46,31,43.77,51.23,47.55,-2540,77.51,86.78
11/19/2021 3:00,Friday,3,66230,76028,12152,3398.25,4.89,4.83,4.81,59.87,55.71,33,44,29,59.25,77.1,64.17,-2440,54.12,57.67
11/19/2021 4:00,Friday,4,66910,78067,13515,2952.3,4.89,4.82,4.81,68.58,63.23,32,43,28,59.12,76.5,64.5,-2221,72.51,76.51
11/19/2021 5:00,Friday,5,69110,82865,14752,2564.29,4.88,4.81,4.81,72.34,70.02,31,42,27,41.78,64.15,49.81,-1066,53.89,58.96
11/19/2021 6:00,Friday,6,73450,90718,15723,2294.04,4.88,4.81,4.81,98.64,96.1,31,41,26,40,74.63,62.93,-1246,235.64,257.19
11/19/2021 7:00,Friday,7,78470,96605,16212,2093.84,4.88,4.8,4.81,110.3,106.71,30,40,25,47.04,138.78,105.79,-698,130.68,153.44
11/19/2021 8:00,Friday,8,80380,96489,16370,1926.86,4.88,4.79,4.81,86.58,86.43,30,42,25,70.57,71.53,65.46,-1205,54.91,59.09
11/19/2021 9:00,Friday,9,80180,94466,16316,1812.94,4.87,4.79,4.81,70.92,69.74,32,44,27,52.64,50.92,50.92,-2207,55.14,59.19
11/19/2021 10:00,Friday,10,79170,92599,16024,1750.25,4.87,4.78,4.81,66.42,63.05,34,46,31,40.28,55.04,54.39,-1806,54.39,58.15
11/19/2021 11:00,Friday,11,77870,90963,15792,1740.87,4.87,4.77,4.81,66.92,62.08,37,47,34,73.08,57.62,51.9,-1761,53.35,56.6
11/19/2021 12:00,Friday,12,76540,89663,15732,1803.71,4.86,4.76,4.81,61.74,60.26,38,48,35,85.97,55.63,49.16,-1725,50,52.98
11/19/2021 13:00,Friday,13,75380,88957,15572,1884.1,4.86,4.76,4.81,63.49,61.63,39,49,37,96.48,61.06,53.06,-1682,52.13,54.89
11/19/2021 14:00,Friday,14,74420,88317,15350,2003.33,4.86,4.75,4.81,63.02,61.48,40,50,38,76.62,53.98,45.2,-1924,66.83,69.52
11/19/2021 15:00,Friday,15,73660,88481,15052,2212.26,4.86,4.74,4.81,67.4,66.3,40,50,38,61.5,63.74,48.29,-1422,57.53,60.2
11/19/2021 16:00,Friday,16,73730,90926,14681,2663.62,4.85,4.73,4.81,72.09,72.64,40,48,38,46.97,55.43,53.22,-1191,105.11,111.15
11/19/2021 17:00,Friday,17,75710,95059,14539,3311.63,4.85,4.73,4.81,109.2,108.52,39,45,38,60.82,67.56,67.34,-717,68.65,73.76
11/19/2021 18:00,Friday,18,78060,95721,14671,3901.73,4.85,4.72,4.81,92.19,91.14,36,41,36,61.97,66.46,68.21,-1187,55.58,60.28
11/19/2021 19:00,Friday,19,77720,94688,14948,4300.51,4.84,4.71,4.81,82.32,82.34,34,40,35,59.87,58.61,66.67,-1065,44.18,55.86
11/19/2021 20:00,Friday,20,76760,93365,15118,4548.32,4.84,4.7,4.81,77.35,76.78,33,38,35,36.27,59.65,67.71,-1489,33.68,64.34
11/19/2021 21:00,Friday,21,75410,91382,15181,4676.24,4.84,4.7,4.81,74.12,73.31,32,37,34,29.27,52,57.76,-1725,29.52,66.99
11/19/2021 22:00,Friday,22,73150,88335,15064,4663.71,4.84,4.69,4.81,70.09,67.5,31,35,34,25.16,43.54,51.11,-2737,12.31,67.78
11/19/2021 23:00,Friday,23,70350,84676,14751,4613.9,4.83,4.68,4.81,68.46,63.69,30,34,34,32.7,31.17,41.58,-2925,50.14,84.83
11/20/2021 0:00,Saturday,0,67760,84819,15111,4669.26,4.83,4.67,4.81,75.44,69.6,30,33,35,79.73,48.38,49.67,-3032,87.98,101.88
11/20/2021 1:00,Saturday,1,66710,83568,14385,4690.33,4.83,4.67,4.81,73.64,65.99,29,32,35,60.41,73.32,65.03,-1490,55.75,67.72
11/20/2021 2:00,Saturday,2,65830,83030,13490,4707.71,4.82,4.67,4.81,71.35,63.16,29,31,35,41.24,49.49,46.46,-1540,40.72,54.26
11/20/2021 3:00,Saturday,3,65440,83330,12609,4728.9,4.82,4.67,4.81,72.13,63.26,28,30,35,46.15,46.32,48.43,-1770,48.58,67
11/20/2021 4:00,Saturday,4,65520,84301,11668,4788.31,4.82,4.67,4.81,76.81,67.46,28,30,36,55.8,63.8,59.22,-1619,37.21,52.88
11/20/2021 5:00,Saturday,5,66280,86646,10606,4834.93,4.82,4.67,4.81,80.94,73.38,29,30,36,45.49,50.65,48,-857,22.25,58.4
11/20/2021 6:00,Saturday,6,67060,90192,9595,4807.42,4.81,4.67,4.81,94.81,86.49,29,30,37,52.32,62.96,55.96,-666,27.21,60.45
11/20/2021 7:00,Saturday,7,69710,92615,8859,4640.46,4.81,4.67,4.81,109.16,98.49,29,30,37,59.05,66.65,66.22,-868,66.85,123.43
11/20/2021 8:00,Saturday,8,71410,92831,8259,4145.08,4.81,4.67,4.81,92.39,85.97,30,34,36,66.82,76.35,71.66,-1088,29.83,51.86
11/20/2021 9:00,Saturday,9,71900,90775,7365,3596,4.8,4.67,4.81,70.94,67.49,34,40,37,69.43,72,72.57,-1955,53.18,58.26
11/20/2021 10:00,Saturday,10,71650,88410,5811,3258.73,4.8,4.67,4.81,68.09,64.42,38,44,39,65.21,64.28,66.81,-3064,122.17,129.82
11/20/2021 11:00,Saturday,11,70840,86139,4319,2998.86,4.8,4.67,4.81,60.45,57.49,42,47,42,72.84,82.12,74.21,-2748,142.73,150.65
11/20/2021 12:00,Saturday,12,69810,84108,3495,2738.06,4.8,4.67,4.81,58.32,55.66,45,49,44,52.93,62.55,54.48,-2379,64.37,67.55
11/20/2021 13:00,Saturday,13,69740,82524,3052,2458.58,4.79,4.67,4.81,55.7,53.58,47,51,47,49.65,61.72,51.47,-1933,50.77,53.1
11/20/2021 14:00,Saturday,14,68910,81622,2807,2313.32,4.79,4.67,4.81,51.26,50.26,48,52,48,46.48,54.72,48.11,-1517,44.33,46.08
11/20/2021 15:00,Saturday,15,68500,82038,2719,2404.67,4.79,4.67,4.81,56.78,55.84,49,52,49,45.98,57.86,47.94,-1105,132.52,138.3
11/20/2021 16:00,Saturday,16,68010,84498,2921,2777.54,4.78,4.67,4.81,62.81,62.3,48,51,49,50.83,64.21,53.3,-1121,118.2,124.12
11/20/2021 17:00,Saturday,17,70270,88990,3611,3187.18,4.78,4.67,4.81,86.17,85.66,47,48,48,124.67,167.74,149.21,23,64.47,69.07
11/20/2021 18:00,Saturday,18,72600,89811,4482,3370.31,4.78,4.67,4.81,71.95,71.46,45,44,45,58.16,67.5,62.92,-826,70.77,77.15
11/20/2021 19:00,Saturday,19,72230,89415,5124,3394.06,4.78,4.67,4.81,76.9,76.27,43,41,43,46.25,56.52,49.33,-1620,60.87,64.17
11/20/2021 20:00,Saturday,20,71170,88573,5494,3316.88,4.77,4.67,4.81,75.5,73.07,42,39,42,68.85,97.28,73.92,-1086,65.18,71.28
11/20/2021 21:00,Saturday,21,69790,86696,5720,3176.76,4.77,4.67,4.81,70.5,68.27,41,38,41,56.34,75.05,60.45,-830,74.09,81.89
11/20/2021 22:00,Saturday,22,67640,83967,5729,3026.64,4.77,4.67,4.81,62.44,60.21,41,36,40,66.58,87.66,71.38,-592,68.6,73.09
11/20/2021 23:00,Saturday,23,65010,80997,5767,2742.33,4.76,4.67,4.81,56.51,54.2,40,36,39,50.94,66.26,53.41,-1081,59.78,65.73
11/21/2021 0:00,Sunday,0,63090,79151,6062,1787.07,4.76,4.67,4.81,52.56,52.79,38,33,39,74.96,99.59,83.87,-414,50.96,58.36
11/21/2021 1:00,Sunday,1,61500,77717,6080,1592.87,4.76,4.67,4.81,50.06,49.76,38,33,36,41.65,50.77,45.42,-818,61.54,66.71
11/21/2021 2:00,Sunday,2,61140,77023,6346,1519.2,4.76,4.67,4.81,47.44,47.48,37,34,36,37.9,62.96,46.38,-718,41.58,49.97
11/21/2021 3:00,Sunday,3,60640,76720,6908,1525.25,4.75,4.67,4.81,48.24,48.14,37,34,35,33.77,56.66,46.49,-652,42.21,52.2
11/21/2021 4:00,Sunday,4,60150,77128,7707,1580.1,4.75,4.67,4.81,48.93,48.87,36,34,35,31.77,53.75,42.35,-789,43.47,53.98
11/21/2021 5:00,Sunday,5,60030,78536,8583,1691.03,4.75,4.67,4.81,50.63,50.8,36,34,35,26.89,63.98,47.6,-458,197.59,219.37
11/21/2021 6:00,Sunday,6,61240,81276,9727,1739.36,4.74,4.67,4.81,58.04,58.72,37,34,37,25.69,50.15,38.13,-1034,45.47,52.28
11/21/2021 7:00,Sunday,7,63250,83465,11129,1681.01,4.74,4.67,4.81,67.27,68.09,37,34,37,15.18,79.33,43.06,17,44.84,61.02
11/21/2021 8:00,Sunday,8,65210,84362,12491,1492.99,4.74,4.67,4.81,65.36,66.27,38,38,37,8.84,72.25,39.98,-285,60.46,76.76
11/21/2021 9:00,Sunday,9,66800,84195,13441,1281.66,4.74,4.67,4.81,63.89,64.34,41,44,40,20.11,48.19,41.37,-412,76.77,87.98
11/21/2021 10:00,Sunday,10,67990,83123,14210,1232.26,4.73,4.67,4.81,67.36,67.65,43,49,42,15.22,53.85,43.18,-1329,55.2,60.45
11/21/2021 11:00,Sunday,11,68660,82173,15571,1435.02,4.73,4.67,4.81,59.74,59.82,45,53,45,19.34,63.21,44.09,-689,57.86,65.17
11/21/2021 12:00,Sunday,12,69040,81556,17065,1954.51,4.73,4.67,4.81,56.69,56.64,46,56,46,20.51,54.67,43.41,-338,17.63,47.65
11/21/2021 13:00,Sunday,13,69300,80838,17979,2599.1,4.73,4.67,4.81,54.68,54.66,46,58,49,16.83,-1.35,32.18,-806,-3.22,42.74
11/21/2021 14:00,Sunday,14,69470,80483,18592,3363.56,4.72,4.67,4.81,50.45,50.42,46,59,50,7.14,-15.88,31.99,-1112,2.04,61.03
11/21/2021 15:00,Sunday,15,69710,81158,18903,4176.94,4.72,4.67,4.81,52,51.73,47,59,51,11.34,-22.39,41.57,-935,-3.72,52.29
11/21/2021 16:00,Sunday,16,70630,83449,18498,5016.59,4.72,4.67,4.81,65.33,64.29,47,58,50,24.7,-9.34,46.23,-1083,-2.41,65.19
11/21/2021 17:00,Sunday,17,73200,87498,17751,5844.98,4.71,4.67,4.81,79.24,78.09,46,55,48,36.33,6.67,44.42,-1561,5.77,62.81
11/21/2021 18:00,Sunday,18,75670,89094,16895,6415.8,4.71,4.67,4.81,68.77,68.28,45,52,43,51.48,49.55,51.52,-1569,3.91,48.97
11/21/2021 19:00,Sunday,19,75120,88944,16059,6721.54,4.71,4.67,4.81,67.85,67.25,45,51,40,44.71,42.47,48.9,-2304,20.19,74.98
11/21/2021 20:00,Sunday,20,73940,87739,15118,6836.35,4.71,4.67,4.81,63.16,62.61,45,51,36,47.85,47.42,51.16,-2058,9.33,54.76
11/21/2021 21:00,Sunday,21,72250,84958,13891,6647.27,4.7,4.67,4.81,58.35,58.23,44,51,33,40.64,40.13,42.22,-2272,4.78,38.84
11/21/2021 22:00,Sunday,22,69890,81508,12437,6274.79,4.7,4.67,4.81,49.38,49.23,44,51,31,37.67,37.03,38.78,-2296,7.96,29.91
11/21/2021 23:00,Sunday,23,67270,78161,10978,5885.63,4.7,4.67,4.81,41.95,41.37,43,51,29,37.64,36.66,38.27,-3029,15.36,30.09
11/22/2021 0:00,Monday,0,66390,75060,9509,5589.56,4.75,4.71,4.81,43.97,43.86,43,52,30,36.51,35.41,36.73,-2709,22.75,30.28
11/22/2021 1:00,Monday,1,65290,73407,8319,5120.65,4.86,4.81,4.8,41.47,41.17,42,52,29,37.76,37.01,38.09,-3569,25.4,29.05
11/22/2021 2:00,Monday,2,64860,72929,7247,4707.32,4.97,4.9,4.79,41.07,40.74,41,51,28,41.53,44.58,41.74,-3480,25.83,29.27
11/22/2021 3:00,Monday,3,64940,73165,6293,4410.83,5.09,5,4.78,43.44,43.16,39,51,27,44,46.85,43.92,-3487,25.85,29.33
11/22/2021 4:00,Monday,4,64850,75366,5647,4188.51,5.2,5.09,4.78,47.65,47.29,38,51,26,47.49,54.01,47.61,-3465,31.28,32.78
11/22/2021 5:00,Monday,5,67250,79704,5336,3974.5,5.31,5.19,4.77,56.06,55.64,36,50,25,58.96,76.11,61.97,-2102,35.95,40.19
11/22/2021 6:00,Monday,6,71820,87472,5224,3792.11,5.42,5.28,4.76,70.83,70.69,35,50,25,51.52,66.75,58.66,-1159,40.99,49.48
11/22/2021 7:00,Monday,7,77610,94099,5283,3555.95,5.54,5.37,4.75,82.26,82.43,34,49,24,54.9,63.26,61.16,-2743,51.28,54.72
11/22/2021 8:00,Monday,8,80320,95094,5464,3415.34,5.65,5.47,4.74,74.75,74.69,33,50,23,54.19,61.02,57.2,-2867,58.32,60.41
11/22/2021 9:00,Monday,9,80820,94765,5524,3278.62,5.76,5.56,4.73,73.41,73.64,34,52,24,56.07,68.82,59.39,-3243,62.93,65.45
11/22/2021 10:00,Monday,10,80510,94118,5240,3043.86,5.88,5.66,4.72,74.41,74.51,35,53,27,55.28,64.31,56.64,-3728,78.58,82.14
11/22/2021 11:00,Monday,11,80070,93406,4783,2914.79,5.99,5.75,4.71,69.1,69.04,36,54,30,59.72,77.99,60.44,-2970,53.98,56.09
11/22/2021 12:00,Monday,12,79540,92736,4487,2962.16,6.1,5.85,4.71,66.17,66.08,37,53,32,56.74,77.3,58.64,-3211,53,54.85
11/22/2021 13:00,Monday,13,79070,92098,4395,3050.55,6.21,5.94,4.7,65.03,64.97,38,54,34,49.15,63.18,50.2,-3310,50.45,52.2
11/22/2021 14:00,Monday,14,78740,91674,4308,3083.93,6.33,6.03,4.69,63.6,63.8,38,53,35,49.05,57.47,49.21,-3574,48.01,49.38
11/22/2021 15:00,Monday,15,78400,92440,4125,2986.08,6.44,6.13,4.68,69.23,69.56,38,52,35,59.71,80.87,62.23,-2743,46.62,48.37
11/22/2021 16:00,Monday,16,78810,96213,3939,2871.65,6.55,6.22,4.67,77.07,77.54,38,50,35,60.6,88.93,64.4,-2524,61.51,69.1
11/22/2021 17:00,Monday,17,81140,102474,4120,2819.73,6.67,6.32,4.66,106.98,107.7,36,48,34,181.29,245.52,237.04,-2891,88.42,104.02
11/22/2021 18:00,Monday,18,83980,102843,4808,2836.84,6.78,6.41,4.65,99.05,99.62,34,44,32,82.04,121.91,97.05,-2890,74.53,80.84
11/22/2021 19:00,Monday,19,84060,101806,5788,2846.41,6.89,6.51,4.64,94.18,94.67,32,43,30,53.63,69.7,58.41,-3481,64.78,69.23
11/22/2021 20:00,Monday,20,83050,100076,6887,2767.39,7.01,6.6,4.64,82.89,82.84,31,41,28,53.46,75.87,60.01,-2795,57.78,64.16
11/22/2021 21:00,Monday,21,81210,97083,7907,2601.37,7.12,6.7,4.63,77.5,76.84,30,39,27,55.33,75.03,60.42,-2676,50.56,57.63
11/22/2021 22:00,Monday,22,78300,92852,8556,2422.36,7.23,6.79,4.62,71.86,71.27,30,38,27,50.56,71.21,56.23,-2833,54.63,58.22
11/22/2021 23:00,Monday,23,75920,89003,8865,2320.69,7.34,6.88,4.61,66.94,65.93,29,36,26,41.69,58.14,47.86,-2939,57.78,61.43
11/23/2021 0:00,Tuesday,0,72330,86446,11541,2128.02,7.36,6.89,4.61,62.37,61.38,29,38,27,31.88,72.28,52.18,-3209,60.93,64.64
11/23/2021 1:00,Tuesday,1,71350,85067,12248,1965.56,7.25,6.8,4.61,59.55,58.55,28,36,26,36.4,62.93,49.56,-3178,51.76,55.17
11/23/2021 2:00,Tuesday,2,70600,85264,12639,1796.6,7.14,6.71,4.61,59.89,58.68,27,35,25,37.36,56.24,46.95,-2490,58.33,62.65
11/23/2021 3:00,Tuesday,3,70390,85853,12810,1634.37,7.03,6.62,4.62,61.27,60.18,26,33,24,30.77,60.72,48.67,-2392,60.39,65.99
11/23/2021 4:00,Tuesday,4,70420,88001,12917,1540.33,6.92,6.53,4.62,64.74,63.43,26,33,24,23.94,48.75,47.49,-1553,49.27,57.8
11/23/2021 5:00,Tuesday,5,71800,93036,13424,1562.68,6.81,6.44,4.63,79.6,77.28,26,32,23,19.72,37.62,49.45,-1108,52.44,72.17
11/23/2021 6:00,Tuesday,6,76530,100594,14176,1760.32,6.7,6.35,4.63,117.06,114.6,25,32,23,27.19,24.85,100.54,-1306,71.29,143.43
11/23/2021 7:00,Tuesday,7,81770,104926,14840,2090.86,6.6,6.26,4.63,129.02,128.07,25,31,24,32.94,73.05,99.19,-1820,54.29,105.81
11/23/2021 8:00,Tuesday,8,83070,103591,15342,2238.82,6.49,6.17,4.64,86.83,87.03,26,34,24,28.58,64.59,78.28,-2231,47.15,67.64
11/23/2021 9:00,Tuesday,9,82060,100327,15277,2187.09,6.38,6.08,4.64,67.16,67.72,29,38,27,19.89,58.77,54.42,-2717,50.02,58.7
11/23/2021 10:00,Tuesday,10,80420,97168,14411,2325.16,6.27,5.99,4.64,68.49,69.11,32,40,31,22.87,64.51,53.69,-3745,60.32,64.82
11/23/2021 11:00,Tuesday,11,78730,95047,13863,2702.62,6.16,5.9,4.65,63.64,64.05,35,43,35,33.5,37.07,46.45,-3532,47.42,55.38
11/23/2021 12:00,Tuesday,12,77280,93375,14227,3143.06,6.05,5.81,4.65,61.58,61.75,37,44,38,30.83,47.82,47.46,-2997,41.08,47.32
11/23/2021 13:00,Tuesday,13,76220,92354,14950,3447.53,5.94,5.72,4.66,61.89,62.28,38,45,40,33.02,55.2,58.07,-2994,43.6,47.06
11/23/2021 14:00,Tuesday,14,75390,91546,15728,3711.97,5.84,5.62,4.66,59.04,59.41,39,46,42,49.61,41.45,44.82,-3641,41.13,47.44
11/23/2021 15:00,Tuesday,15,74760,91981,16495,4129.83,5.73,5.53,4.66,63.07,63.43,39,45,42,62.4,23.01,40.5,-3421,43.32,49.89
11/23/2021 16:00,Tuesday,16,75100,95439,17537,4765.82,5.62,5.44,4.67,77.54,78.4,39,44,42,67.92,25.73,79.14,-2804,52.15,60.01
11/23/2021 17:00,Tuesday,17,77570,102458,18951,5412.27,5.51,5.35,4.67,100.04,103.74,37,41,41,80.56,42.98,102.83,-2596,52.55,100.89
11/23/2021 18:00,Tuesday,18,80630,102654,20190,5890.4,5.4,5.26,4.67,92.9,95.15,34,38,39,80.05,31.88,60.5,-2658,45.61,60.39
11/23/2021 19:00,Tuesday,19,80820,102055,21065,6271.07,5.29,5.17,4.68,93.16,93.57,32,35,38,89.43,30.05,49.52,-3009,34.37,62.91
11/23/2021 20:00,Tuesday,20,79790,100795,21668,6561.2,5.18,5.08,4.68,86.28,86.29,31,35,37,78.72,13.21,61.91,-2905,33.44,72.2
11/23/2021 21:00,Tuesday,21,77910,98125,22055,6713.48,5.08,4.99,4.69,80.53,81.96,31,33,37,75.88,14.99,45.4,-3304,29.38,66.38
11/23/2021 22:00,Tuesday,22,76640,94242,22187,6756.13,4.97,4.9,4.69,75.68,74.39,30,32,37,60.35,-0.24,41.8,-3322,14.82,62.49
11/23/2021 23:00,Tuesday,23,73640,90457,22180,6773.33,4.86,4.81,4.69,68.81,67.25,29,31,37,43.36,0.87,36.83,-2856,11.81,58.64
11/24/2021 0:00,Wednesday,0,70340,89323,22006,6954.81,4.8,4.76,4.7,69.79,67.44,28,30,36,26.05,0.73,34.93,-3609,8.8,54.8
11/24/2021 1:00,Wednesday,1,68020,87912,21799,6968.03,4.8,4.76,4.7,67.06,63.49,28,29,36,29.32,4.4,35.14,-3424,4.56,48.51
11/24/2021 2:00,Wednesday,2,66830,87507,21548,6986.78,4.81,4.77,4.7,67.23,63.44,28,28,37,29.88,-8.56,33.96,-3801,4.82,52.67
11/24/2021 3:00,Wednesday,3,65860,87986,21146,7029.5,4.81,4.77,4.7,68.04,63.97,28,27,36,25.55,-9.33,33.07,-3821,4.72,54.64
11/24/2021 4:00,Wednesday,4,66280,89953,20558,7090.27,4.81,4.77,4.7,75.2,71.26,28,27,36,28.67,-12.6,34.97,-3185,2.64,64.11
11/24/2021 5:00,Wednesday,5,68060,94087,19937,7100.08,4.82,4.77,4.7,94.05,91.07,28,27,37,32.6,1.75,39.31,-2129,1.8,49.05
11/24/2021 6:00,Wednesday,6,71700,102523,19302,7010.59,4.82,4.78,4.7,129,124.34,28,27,37,42.62,35.48,61.68,-1271,17.62,90.91
11/24/2021 7:00,Wednesday,7,75820,106680,18783,6875.77,4.82,4.78,4.7,131.65,127.6,28,27,37,48.83,47.54,62,-1685,34.28,91.98
11/24/2021 8:00,Wednesday,8,77840,104737,18376,6648.19,4.83,4.78,4.7,92.82,91.74,29,30,37,49.99,48.99,58.66,-2590,29.75,56.75
11/24/2021 9:00,Wednesday,9,78280,100990,17658,6523.91,4.83,4.78,4.7,73.93,75.13,33,36,39,41.72,43.88,46.63,-3023,39.2,59.03
11/24/2021 10:00,Wednesday,10,78220,97234,16643,6503.37,4.83,4.78,4.7,62.28,63,38,41,42,45.07,45.04,46.69,-3578,32.92,45.12
11/24/2021 11:00,Wednesday,11,77760,94268,15946,6502.58,4.84,4.79,4.71,55.76,55.97,42,44,44,58.66,42.58,44.9,-3695,31.14,42.02
11/24/2021 12:00,Wednesday,12,77040,92073,15753,6437.67,4.84,4.79,4.71,51.09,51.25,45,47,46,62.34,39.85,42.02,-4015,27.69,38.92
11/24/2021 13:00,Wednesday,13,76210,90807,16006,6253.52,4.84,4.79,4.71,50.1,50.29,47,48,48,59.85,37.56,39.56,-4678,29.24,39.39
11/24/2021 14:00,Wednesday,14,75340,89821,16626,6115.16,4.85,4.79,4.71,47.78,48.2,49,49,49,58.41,35.55,37.39,-4942,25.6,36.65
11/24/2021 15:00,Wednesday,15,74500,90044,17460,6098.75,4.85,4.8,4.71,50.76,50.88,49,50,50,64.28,34.41,36.17,-4702,31.83,44.89
11/24/2021 16:00,Wednesday,16,74360,92512,18325,6157.66,4.85,4.8,4.71,60.74,61.86,49,49,50,78.22,36.5,38.48,-4333,36.58,54.27
11/24/2021 17:00,Wednesday,17,75840,97770,19072,6253.19,4.86,4.8,4.71,82.26,82.38,47,45,50,81.09,47.47,47.79,-2905,69.56,94.36
11/24/2021 18:00,Wednesday,18,77250,98863,19669,6355.02,4.86,4.8,4.71,71.68,72.47,45,40,49,84.71,42.44,44.63,-2347,44.32,61.75
11/24/2021 19:00,Wednesday,19,76990,97719,20009,6366.87,4.86,4.81,4.71,68.21,69.19,44,37,48,66.06,35.08,36.8,-2656,28.71,49.15
11/24/2021 20:00,Wednesday,20,74850,95767,20056,6259.07,4.87,4.81,4.71,63.85,64.39,43,36,49,65.69,34.16,35.67,-2716,31.61,50.32
11/24/2021 21:00,Wednesday,21,72610,92671,19855,6095.2,4.87,4.81,4.71,60.27,60.79,42,34,48,63.74,34.23,35.7,-2773,24.86,45.58
11/24/2021 22:00,Wednesday,22,69970,88236,19452,5929.15,4.87,4.81,4.71,55.08,55.81,42,33,48,58.62,32.73,34.09,-2606,4.24,38.78
11/24/2021 23:00,Wednesday,23,67460,83761,19002,5661.23,4.88,4.82,4.72,47.86,48.4,42,32,47,49.31,28.67,29.87,-2583,22.09,50.2
11/25/2021 0:00,Thursday,0,64450,80783,19613,4985.19,4.88,4.82,4.72,46.02,46.18,45,31,47,40,24.61,25.65,-3215,39.95,61.61
11/25/2021 1:00,Thursday,1,62110,78904,19075,4822.54,4.88,4.82,4.72,44.1,44.25,46,31,47,-0.46,29.85,30.56,-2707,29.42,39.86
11/25/2021 2:00,Thursday,2,60640,77580,18510,4784.34,4.89,4.82,4.72,42.11,41.97,46,30,47,29.5,26.74,26.37,-2818,24.22,41.43
11/25/2021 3:00,Thursday,3,59850,76999,17866,4977.03,4.89,4.83,4.72,42.06,42.04,46,31,47,28.91,22.59,23.03,-2889,21.08,47.32
11/25/2021 4:00,Thursday,4,59520,77512,17136,5230.55,4.89,4.83,4.72,43.56,43.17,46,31,45,24.12,26.49,27.51,-1979,7.27,35.79
11/25/2021 5:00,Thursday,5,59890,79013,16469,5414.5,4.9,4.83,4.72,45.77,46.2,45,30,45,11.89,10.78,29.49,-2513,4.97,28.55
11/25/2021 6:00,Thursday,6,61000,82102,15804,5567.47,4.9,4.83,4.72,51.35,51.34,45,30,44,31.3,-15.89,31.14,-2631,4.67,33.33
11/25/2021 7:00,Thursday,7,63050,84879,14996,5690.77,4.9,4.83,4.72,53.39,52.82,45,30,42,38.12,17.83,30.58,-2838,0.66,39.01
11/25/2021 8:00,Thursday,8,65780,87307,14079,5743.04,4.91,4.84,4.72,50.23,50.18,44,34,41,41.47,27.69,31,-3466,6.22,41.72
11/25/2021 9:00,Thursday,9,68360,89073,13249,5734.24,4.91,4.84,4.72,48.21,48.34,45,40,40,36.75,32.45,35.28,-3315,26.82,41.96
11/25/2021 10:00,Thursday,10,70190,89704,12166,5772.92,4.91,4.84,4.73,49.29,49.19,45,46,40,41.77,42.48,45.63,-3945,37.17,46.77
11/25/2021 11:00,Thursday,11,70840,88904,11010,5888.57,4.92,4.84,4.73,44.77,44.54,46,51,39,45.17,46.07,49.18,-3661,37.87,49.59
11/25/2021 12:00,Thursday,12,70020,86861,10477,6068.34,4.92,4.85,4.73,43.18,43.42,46,55,38,37.71,38.62,41.01,-4093,34.33,45.69
11/25/2021 13:00,Thursday,13,68220,84529,10434,6197.3,4.92,4.85,4.73,38.72,38.86,46,58,37,33.13,34.04,36.28,-3734,21.28,33.16
